content,score,label,word_count,clean_text
"saya baru sekali pake apk ini sekali, tapi setelah beberapa hari ga saya buka aplikasi nya malah ga bisa di buka lagi... padahal saya sudah ambil paket yang 1 tahun, jadi kalo mau pake ini harus log in ulang. ini saya edit, apk ini bener² deh ya masa lama ga di pake pas mau di buka lagi halamannya jadi putih semua ga ada tulisan atau gambar satu pun, awalnya masih optimis bisa dibuka lewat web kaya waktu itu ternyata sama aja putih semua, kecewa ga akan saya pakai lagi apk ini",1,Negatif,91,pake apk ga buka ga buka ambil paket kalo pake log in ulang edit apk bener deh ga pake pas buka halaman putih ga tulis gambar optimis buka web kaya putih kecewa ga pakai apk
ruang guru is the best,5,Positif,5,ruang guru is the best
"Belajar jadi lebih mudah, trs kalo buat saya pribadi saya lebih cepat mengerti ketika memakai ruang guru ini pokok nya ruang guru sangat bagus",5,Positif,24,ajar mudah trs kalo pribadi cepat erti pakai ruang guru pokok ruang guru bagus
Akun saya tiba tiba keluar mohon bantuannya padahal masa aktifnya sampai juni,1,Negatif,12,akun mohon bantu aktif juni
Terima ksih ruang guru dlu nilai mtk sya 50 skrng jdi 80an terimaksih,5,Positif,13,terima ksih ruang guru dlu nilai mtk sya skrng jdi an terimaksih
Acara tv lu ganti jadwal jangan hati minggu bosen org belajar mulu butuh refreshing,1,Negatif,14,acara tv lu ganti jadwal hati minggu bosen org ajar mulu butuh refreshing
"Assalammualaikum yaampun aku suka banget dengan apps ini aku jadi jadi 
bertambah pintar dang aku rengkeng 1 itu gara2 apps ruang guru aku suka 
bangettttt trmksh ruang guru",5,Positif,28,assalammualaikum yaampun suka banget apps tambah pintar dang rengkeng gara apps ruang guru suka bangettttt trmksh ruang guru
Apa itu ruang guru? Ruang guru adlh kantor tempat berkumpul para guru²,1,Negatif,12,ruang guru ruang guru adlh kantor kumpul guru
aku sangat suka ruang guru ini pelajarannya juga komplit dan seruh maka download lah ruang guru ini😁😁😁😁💖💖💖,5,Positif,17,suka ruang guru ajar komplit seruh download ruang guru
Kak..boleh saya tanya...ini mulai sd kelas berapa ya?apakah mulai kelas 3 sd kak...,5,Positif,13,kakboleh tanyaini sd kelas yaapakah kelas sd kak
"Bagus banget untuk pembelajaran, mudah dimengerti.",5,Positif,6,bagus banget ajar mudah erti
Serakah amat Nyiarin Di Tv gw mau nonton kartun Spongebob Eh malah Ruang Guru.........Gw coba ganti Channel Ruang Guru Lagi bngst emang.......Iklan Sebentar Ndsmu....,1,Negatif,24,serakah nyiarin tv gw nonton kartun spongebob eh ruang gurugw coba ganti channel ruang guru bngst emangiklan sebentar ndsmu
"aplikasi ini sangat bagus matematika,ipa,b.inggris saya yang dulu nilainya 60,40,58 sekarang menjadi 100,98,95 terima kasih ruang guru semoga kedepanya lebih bagus lagi dan sukses selalu saya harap kantor ruang guru ada di daerah lahat,oki,prabumuli,muara enim dan lubuk linggau.",5,Positif,38,bagus matematikaipabinggris nilai terima kasih ruang guru moga depa bagus sukses harap kantor ruang guru daerah lahatokiprabumulimuara enim lubuk linggau
Ruang guru itu gila kan Aada tv kata kata xxxxxx giLa Aaaaaaxxxx,2,Negatif,12,ruang guru gila aada tv xxxxxx gila aaaaaaxxxx
Gimanani kata temansaya dia sudah bayar paket belajar ruangguru ke indomaret karna dia lebihkan uangnya malah tetap juga gak bisa dipakai,1,Negatif,21,gimanani temansaya bayar paket ajar indomaret karna lebih uang gak pakai
aku tadi buka kok ada email sama kata sandi terus aku lupa kata sandi terus aku ketik lupa kata sandi terus aku baca yang atasnya kami akan mengganti kata sandi anda aku takut dimarahih ayahku sediiihh....😢keseelll😈😡😠😬,1,Negatif,36,buka email sandi lupa sandi ketik lupa sandi baca atas ganti sandi takut dimarahih ayah sediiihhkeseelll
"Giman sih kok enggak bisangeliat pidiony pada di kunci saya enggak jadi mesen guru di lampun Timur, gn sugih besar",2,Negatif,20,gim bisangeliat pidiony kunci mesen guru lam timur gn sugih
"kak, kemaren aku dh daftar paket langganan sma kls 10,11 dan 12 trus pas mau masuk dg akun yg sama katanya emailnya tidak valid 😭 gimana nih? kecewa aku 😢",2,Negatif,30,kak kemaren dh daftar paket langgan sma kls trus pas masuk dg akun email valid gimana nih kecewa
gajelas robo guru nya,1,Negatif,4,gajelas robo guru
Ruang guru makin busuk wek bau😬😈,5,Positif,6,ruang guru busuk wek bau
Kalau ada bright nya sih saya mau belajar disini Kalau ada bright juga saya saranin pake ruang guru deh,5,Positif,19,bright ajar bright saranin pake ruang guru deh
Kalo gratis kan enak,2,Negatif,4,kalo gratis enak
tolong dong kalau daftar tidak usah berbayar kasian sama yang gak punya uang,1,Negatif,13,tolong daftar bayar kasi gak uang
maaf ni boleh nanya aku sekarang kelas7 tapi aku bingunt dengan kurikulum k13/ktsp/k13revisi gimana ya mihin di jawab,1,Negatif,18,maaf ni nanya kelas bingunt kurikulum kktspkrevisi gimana mihin
"Bobroknya sistem pendidikan di indonesia, mau pinter ajja dijadikan lahan bisnis spt #ruang guru ini... Sudah berlangganan masih harus membeli paket kuota internet untuk mengaksesnya... Bener2 ini lahan bisnis yg berkedok pendidikan.",1,Negatif,32,bobrok sistem didik indonesia pinter ajja jadi lahan bisnis spt guru langgan beli paket kuota internet akses bener lahan bisnis kedok didik
"Saya tidak mau iklan nya ada ditv ,klw saya nonton film favorit saya lalu ada iklan nya beh lama sekali kalau tidak laku tidak usah ditaro iklannya di tv tolol",1,Negatif,30,iklan ditv klw nonton film favorit iklan beh laku ditaro iklan tv tolol
Saat mengerjakan latihan soal kok jawaban yang benarnya suka beda-beda ya tapi masih soal yg sama dan bukan hanya sekali dua kali tapi sering terjadi. Jadi bingung yang benar yang mana. Dan saat ada video pembahasan soal tuh beda sama soal nya. Soalnya apaa pas di video pembahasan soalnya bedaaa. Dan saya sudah dua kali melaporkan ke layanan@ruangguru dengan menjelaskan secara detail dan bukti screenshootnya. Tapi ribeet banget harus ini harus itu.Kecewa banget sih.Mohon teliti dan diperbaiki.,1,Negatif,77,latih benar suka bedabeda kali bingung video bahas tuh beda apaa pas video bahas bedaaa kali lapor layan detail bukti screenshootnya ribeet banget itukecewa banget sihmohon teliti baik
"Kenapa saya baru tau klk ada aplikasi ini, mantap bngt belajarnya mudah dan bsa dimna aja, tpi sayangnya klk kita ingin berlanggananya agk mahal, jdi susah juga buat kita anak kosh :v,",5,Positif,32,tau klk mantap bngt ajar mudah bsa dimna tpi sayang klk berlanggananya agk mahal jdi susah anak kosh v
ngelamain ih gurunya -_-,2,Negatif,4,ngelamain ih guru 
Saya sudah langganan ruang guru 1 tahun tetapi kenapa masi ada kendala yaitu pada ruang belajar yakni gambar yang hitam tetapi ada suaranya .Ini bagaimana ya tolong tanggapsnnya,1,Negatif,28,langgan ruang guru mas kendala ruang ajar gambar hitam suara tolong tanggapsnnya
jangan ngiklan mulu donk gara gara acara kalian tontonan faforit g tayang lgi.lgian acara kalian jg g berfaedah,1,Negatif,18,ngiklan mulu donk gara gara acara tonton faforit g tayang lgilgian acara jg g faedah
Ulasan abg iwan tabanah ilmu kecerdahansa,2,Negatif,6,ulas abg iwan tabanah ilmu kecerdahansa
Ruang guru berulah lagi taek,1,Negatif,5,ruang guru ulah taek
"Setelah saya belajar di ruang guru, Alhamdulillah akhirnya saya tidak 
mengerti sama sekali",1,Negatif,13,ajar ruang guru alhamdulillah erti
"Pelaksanaan Webinar AKM kemarin, membantu dlm mensosialisasikan AKM.",5,Positif,8,laksana webinar akm kemarin bantu dlm sosialisasi akm
Alhamdulillah ruang guru bisa bantu gue ngadepin ulangan harian yang biasanya 80 sekarang jadi 100 thanks ruang guru,5,Positif,18,alhamdulillah ruang guru bantu gue ngadepin ulang hari thanks ruang guru
Bagus buat pengalaman pribadi dlm mengajar murid,4,Positif,7,bagus alam pribadi dlm ajar murid
wah mantap dulu aku ngk rangking 1 di kelas tpi stelah saya download aplikasi ini aku naik ke rangking 2 smoga semester yang akan datang saya akan lebih baik......amin,5,Positif,29,mantap ngk rangking kelas tpi stelah download rangking smoga semester baikamin
Wah aplikasinya bagus kak sangat membantu dalam belajar,5,Positif,8,aplikasi bagus kak bantu ajar
hai kak ini ruang guru sudah saya downlod ternyata ruangguru bisa bikin saya semakin pintar. makasih ruang guru,4,Positif,18,hai kak ruang guru downlod bikin pintar makasih ruang guru
"Ini lagi. Tadi asik-asik nonton,Disuruh verifikasi. Pas sudah.Eeh..verifikasi lagi. 3 kali lagi. Sebeeeel...!",1,Negatif,13,asikasik nontondisuruh verifikasi pas sudaheehverifikasi kali sebeeeel
ini bagus banget buat belajar bisa di download video nya seru seru! bagus ini buat belajar,5,Positif,16,bagus banget ajar download video seru seru bagus ajar
"Aplikasi ini bagus banget demi apa ! Aku kan sekarang butuh belajar dan les tapi karena ada covid-19 aku terpaksa diam di rumah dan kata ibuku ""nak kamu kamu nggak belajar di ruang guru?"" Aku sih mau mau mau aja Tapi pokok nya ruang guru ini membantu banget deh !",5,Positif,50,bagus banget butuh ajar les covid paksa diam rumah ibu nak nggak ajar ruang guru pokok ruang guru bantu banget deh
"sengaja download cuman buat kasih bintang satu. ngaku karya anak bangsa, trnyata milik asing!! pantes harganya mahal bgt, ciri2 kapitalis! mudah2an cepet bangkrut ya! anyway selamat y dpt proyek kartu prakerja. lumayan 5.2 triliyun.",1,Negatif,34,sengaja download cuman kasih bintang ngaku karya anak bangsa trnyata milik asing pantes harga mahal bgt ciri kapitalis mudah cepet bangkrut anyway selamat y dpt proyek kartu prakerja lumayan triliyun
"Aplikasi ini sangat baik membuat anak saya menjadi lebih paham lagi makasih 
ruangguru",5,Positif,13,anak paham makasih
Ruang guru bagus banget mudah di pahami bagus banget,5,Positif,9,ruang guru bagus banget mudah paham bagus banget
Kalau mau nanya/minta ajari perlu bayar lagi-_-,1,Negatif,7,nanyaminta ajar bayar lagi
saya baru aja downlod riang guru ino,1,Negatif,7,downlod riang guru ino
"kereennnnnnnnnnnnnnnnn gw bru download, mudah-mudahan bermanfaat ya.. soalnya gk sempet klo bimbel pkokny kereeen",5,Positif,14,kereennnnnnnnnnnnnnnnn gw bru download mudahmudahan manfaat gk sempet klo bimbel pkokny kereeen
membantu balajar jd mudah,5,Positif,4,bantu balajar jd mudah
Sangat membantu sekali dalam belajar👍🏻👍🏻👍🏻👍🏻,5,Positif,5,bantu ajar
Bagus bisa mambantu saya agar nilai saya menjadi lebih baik,5,Positif,10,bagus mambantu nilai
Ternyata lebih bagus belajar disni ketimbang yang privte . Pokknya gua suka banget dgn adanya ruang guru hasil fisika saya alhamdulillah bagus #makasi ya ruang guru 😚😚😚😉,5,Positif,27,bagus ajar disni ketimbang privte pokknya gua suka banget dgn ruang guru hasil fisika alhamdulillah bagus ruang guru
saya sudah berlangganan tetapi tidak mendapat kode tryout. Tolong jelaskan itu bagaimana dan respon tmks,2,Negatif,15,langgan kode tryout tolong respon tmks
Bagaimana masuknya susah harus nunggu 5/4wib,1,Negatif,6,masuk susah nunggu wib
"Apaan lah jelek banget, udah bayar langganan mahal mahal di BAON tapi sistem IT dan server nya jelek banget. Padahal wifi dan sinyal lancar jaya. Tapi emang kadang pas live teacing dan buka ruang belajar banyak banget trouble nya. Di ruang belajar pun pas mau ngumpulin jawaban malah loading mulu, gimana bisa buat belajar? Mending perbaikin sistem IT nya dulu deh, daripada kebanyakan spam ke wa orang",1,Negatif,67,jelek banget udah bayar langgan mahal mahal baon sistem it server jelek banget wifi sinyal lancar jaya emang kadang pas live teacing buka ruang ajar banget trouble ruang ajar pas ngumpulin loading mulu gimana ajar mending perbaikin sistem it deh banyak spam wa orang
"Alhamdulillah saya habis mengikuti pelatihan di skill academy by ruang guru, sangat bermanfaat sekali, materi sangat bagus, mudah dipahami, bahasa yg digunakan mudah dimengerti, sangat komunikatif Terimakasih ruang guru",5,Positif,29,alhamdulillah habis ikut latih skill academy by ruang guru manfaat materi bagus mudah paham bahasa mudah erti komunikatif terimakasih ruang guru
"aplikasi bagus, tapi reselernya maksa download jadi saya kasih bintang 1",1,Negatif,11,bagus reselernya maksa download kasih bintang
Alhamdulillah dengan belajar di ruang guru prestasi saya meningkat... dan saya bisa mengingat pengajaran ruang guru yang sangat ringkas mudah diingat terimakasih ruang guru,5,Positif,24,alhamdulillah ajar ruang guru prestasi tingkat ajar ruang guru ringkas mudah terimakasih ruang guru
Ruangguru sangat membantu meningkatkan mutu keprofesian seorang guru ...,5,Positif,9,bantu tingkat mutu profesi guru
Ak beri 5 bintang,5,Positif,4,ak bintang
SOK A6 baperan event tukar DM di hilangkan :(,1,Negatif,9,sok a baperan event tukar dm hilang
Makasih iklan di tv nya sangat mendorong aku untuk bangkit lagi,5,Positif,11,makasih iklan tv dorong bangkit
😭😭 ini gimana tolong...ga bisa di download.. padahal saya harus belajar sungguh²buat masuk smp favorit..,1,Negatif,15,gimana tolongga download ajar sungguh buat masuk smp favorit
Good tapi biaya berlangganan nya mahal,5,Positif,6,good biaya langgan mahal
Biar bisa ujian jadi gampang ayo download buruan jangan sampai ktinggalan,5,Positif,11,biar uji gampang ayo download buru ktinggalan
"bagus ,mudah di pahami penjelasannya mantap",5,Positif,6,bagus mudah paham jelas mantap
Ruang Guru sangat bermanfaat sekali membantu memudahkan proses belajar saya,5,Positif,10,ruang guru manfaat bantu mudah proses ajar
"Dulu aku gk terlalu pinter mat, tapi sekarang aku lebih paham setelah menonton video dari ruangguru, videonya tidak monoton banyak variasinya",5,Positif,21,gk pinter mat paham tonton video video monoton variasi
Aplikasinya semakin di perbaharui ko malahan g bisa terbuka ya sma sekali padahal saya sudah berlangganan 1 tahun..mohon infonya,1,Negatif,19,aplikasi baharu ko g buka sma langgan tahunmohon info
Terima kasih Ruang Guru,5,Positif,4,terima kasih ruang guru
OMG ini hebat baget,5,Positif,4,omg hebat baget
Sudah langganan 1 tahun tapi ternyata suara videonya putus putus dan gk bisa diputar.,2,Negatif,14,langgan suara video putus putus gk putar
Aku baru donlot jadi aku kasih bintang4 dulu y,4,Positif,9,donlot kasih bintang y
Keren ruang gurunya ayo donlot ruang guruny a temen_temen,1,Negatif,9,keren ruang guru ayo donlot ruang guruny a temen temen
Ini bisa dipakai di laptopkah? Apa hanya bisa diakses melakui aplikasi android?,4,Positif,12,pakai laptop akses laku android
Munculll di tv terossssss,1,Negatif,4,munculll tv terossssss
Gak bagus ini untuk anak tk,1,Negatif,6,gak bagus anak tk
Seru Banyak animasinya lucu banget!!!,5,Positif,5,seru animasi lucu banget
Aplikasinya sangat membantu dalam proses pembelajaran dan tolong kalau ingin berlangganan supaya diturunkan harganya,1,Negatif,14,aplikasi bantu proses ajar tolong langgan turun harga
"Cuman gak bisa buka soal dan pelajaran mtk terkunci semua. Tapi tema 100,90,80.",1,Negatif,13,cuman gak buka ajar mtk kunci tema
Saya bisa menjadi juara 1 karena belajar ruang guru,5,Positif,9,juara ajar ruang guru
Masih banyak bug terutama di ruang kelas,1,Negatif,7,bug ruang kelas
"Membantu aku banget buat belajar kak, banyak latihan soal yang bisa ngelatih aku, the best lah Ruangguru:*",5,Positif,17,bantu banget ajar kak latih ngelatih the best
Aplikasi ini tidak bisa sih aku enggak bisa belajar dengan aplikasi karena aplikasi harus bayar dengan coin please jangan diberi coin untuk aplikasi soalnya bagus,2,Negatif,25,ajar bayar coin please coin bagus
Saya ingin mempelajari ruang guru,1,Negatif,5,ajar ruang guru
"baru buka, keluar trus. gamau ke buka!",2,Negatif,7,buka trus gamau buka
Saya suka dengan ruang guru dulu saya kelas 4e tapi pas ulangan nilai jelek sekarang saya sudah kelas 5,5,Positif,19,suka ruang guru kelas e pas ulang nilai jelek kelas
Ruang guru sangat membantu kita untuk belajar,5,Positif,7,ruang guru bantu ajar
"pas saya mau buka sekolah online itu disuruh vertifikasi nomor hp pas saya pencet langsung ke wa trus katanya nomor hp saya sudah pernah di gunakan , maaf ini gimana ya?",1,Negatif,31,pas buka sekolah online suruh vertifikasi nomor hp pas pencet langsung wa trus nomor hp maaf gimana
Bagus sih tapi gratis harus ya min,5,Positif,7,bagus gratis min
"Mahal mahal banget ya, kayaknya memang orang seperti saya tidak cocok pakai ruang guru",1,Negatif,14,mahal mahal banget kayak orang cocok pakai ruang guru
Nice dan mudah dimengerti. Terima kasih,5,Positif,6,nice mudah erti terima kasih
Coba aja ruang guru ada SMK nya auto download dah,1,Negatif,10,coba ruang guru smk auto download dah
Nagus banget aku suka,5,Positif,4,nagus banget suka
Aku kasih bintang empat duluah,4,Positif,5,kasih bintang duluah
Kak ini gak adil kok saya jadi berlangganan lagi padahal saya sudah berlangganan dari 2 minggu kemaren pake diskonnya tolong kembaliin dong kk saya udah download video yg saya akan pelajari ini gk adil kk Kk tolong saya kk,1,Negatif,39,kak gak adil langgan langgan minggu kemaren pake diskon tolong kembaliin kk udah download video ajar gk adil kk kk tolong kk
